CVE_ID,Device_Name,IP_Addresses,Operating_System,Risk_Score,Priority,Patch_Urgency_Days,Patch_Deadline,Status,User_ID,User_Name,Scan_Timestamp
CVE-2024-26169,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-26169,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-26169,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-26169,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-26234,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-26234,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-26234,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-26234,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-29988,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-29988,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-29988,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-29988,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30040,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30040,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30040,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30040,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30051,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30051,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30051,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30051,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30088,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30088,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30088,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-30088,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-35250,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-35250,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-35250,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-35250,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38014,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38014,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38014,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38014,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38080,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38080,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38080,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38106,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38106,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38106,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38106,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38107,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38107,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38107,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38107,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38112,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38112,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38112,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38112,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38178,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38178,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38178,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38178,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38193,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38193,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38193,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38193,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38213,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38213,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38213,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38213,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38217,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38217,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38217,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38217,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43451,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43451,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43451,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43461,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43461,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43461,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43461,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43572,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43572,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43572,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43572,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43572,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43573,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43573,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43573,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43573,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43573,YARD-PLANNER,192.168.0.120,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-4671,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-49039,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-49039,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-49039,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-49138,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-49138,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-49138,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-4947,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-5274,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-7965,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-7971,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-9680,TPSM23PCSM-OPS5,10.5.2.71,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-9680,05OPS-0101PC,10.5.12.74,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-9680,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21333,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21333,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21333,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21334,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21334,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21334,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21335,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21335,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21335,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21391,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21391,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21391,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21418,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21418,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-21418,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24054,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24054,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24054,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24201,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24984,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24984,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24984,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24985,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24985,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24985,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24991,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24991,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24991,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24993,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24993,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-24993,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-26633,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-26633,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-26633,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-2783,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-2783,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-29824,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-30397,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-30400,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-32701,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-32706,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-32709,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-33053,SHIP-PLANNER,172.15.31.156,Windows 11 10.0 (Build 26100),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-4664,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-4664,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-5419,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-5419,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-6554,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-6554,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-6554,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-6558,SHIP-PLANNER,192.168.0.117,Windows 11 10.0 (Build 22000),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-6558,TPPT23PCSM-OPS1,172.20.10.8,Windows 11 10.0 (Build 22621),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2025-6558,05OPS-0179PC,10.5.4.179,Windows 10 10.0 (Build 19045),60.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2023-24932,TPPT23PCSM-OPS4,172.20.10.6,Windows 11 10.0 (Build 22621),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2023-24932,TPPT23PCSM-OPS3,172.20.10.7,Windows 11 10.0 (Build 22631),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38014,TPPT23PCSM-OPS4,172.20.10.6,Windows 11 10.0 (Build 22621),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38014,TPPT23PCSM-OPS3,172.20.10.7,Windows 11 10.0 (Build 22631),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38106,TPPT23PCSM-OPS4,172.20.10.6,Windows 11 10.0 (Build 22621),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38107,TPPT23PCSM-OPS4,172.20.10.6,Windows 11 10.0 (Build 22621),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38178,TPPT23PCSM-OPS4,172.20.10.6,Windows 11 10.0 (Build 22621),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38193,TPPT23PCSM-OPS4,172.20.10.6,Windows 11 10.0 (Build 22621),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38217,TPPT23PCSM-OPS4,172.20.10.6,Windows 11 10.0 (Build 22621),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-38217,TPPT23PCSM-OPS3,172.20.10.7,Windows 11 10.0 (Build 22631),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43451,TPPT23PCSM-OPS4,172.20.10.6,Windows 11 10.0 (Build 22621),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
CVE-2024-43451,TPPT23PCSM-OPS3,172.20.10.7,Windows 11 10.0 (Build 22631),59.0,Critical,1,2025-08-03,new,N/A,N/A,2025-08-02 14:41:24
